Price,Adj Close,Close,High,Low,Open,Volume,ticker,return,cumulative_return,volatility
Ticker,XOM,XOM,XOM,XOM,XOM,XOM,,,,
Date,,,,,,,,,,
2020-01-02,54.13106918334961,70.9000015258789,71.0199966430664,70.23999786376953,70.23999786376953,12456400,XOM,,,
2020-01-03,53.69588851928711,70.33000183105469,71.37000274658203,70.16000366210938,71.33999633789062,17386900,XOM,-0.008039387926894292,-0.008039387926894292,
2020-01-06,54.10818099975586,70.87000274658203,71.36000061035156,70.2300033569336,70.31999969482422,20081900,XOM,0.007678287702058473,-0.000422828958286936,
2020-01-07,53.66534423828125,70.29000091552734,70.5199966430664,69.51000213623047,70.5,17387700,XOM,-0.00818428476604316,-0.008603653171728176,
2020-01-08,52.856056213378906,69.2300033569336,70.29000091552734,69.16999816894531,70.11000061035156,15137700,XOM,-0.015080272686018747,-0.023554180421821336,
2020-01-09,53.26070022583008,69.76000213623047,69.9000015258789,68.62999725341797,69.13999938964844,14811800,XOM,0.007655584647057845,-0.016078916796774867,
2020-01-10,52.78733825683594,69.13999938964844,69.95999908447266,69.12000274658203,69.93000030517578,11995600,XOM,-0.008887640736735425,-0.024823653897584674,
2020-01-13,53.29124069213867,69.80000305175781,69.87000274658203,69.11000061035156,69.19999694824219,9953900,XOM,0.009545895889862877,-0.01551472202343418,
2020-01-14,52.83314514160156,69.19999694824219,69.58000183105469,68.88999938964844,69.37999725341797,16261000,XOM,-0.008596075913929413,-0.023977432209066674,
2020-01-15,52.74916458129883,69.08999633789062,69.58999633789062,68.88999938964844,69.19999694824219,11390300,XOM,-0.0015895430809135247,-0.02552886212851424,
2020-01-16,52.54301834106445,68.81999969482422,69.58000183105469,68.80000305175781,69.30000305175781,13340300,XOM,-0.003908047489864175,-0.029337141612817974,
2020-01-17,52.344505310058594,68.55999755859375,69.08000183105469,68.29000091552734,68.75,18144100,XOM,-0.0037781048229335035,-0.03300440763953305,
2020-01-21,51.59630584716797,67.58000183105469,68.41999816894531,67.51000213623047,68.37999725341797,17982600,XOM,-0.014293753631994921,-0.046826404399958554,
2020-01-22,51.298553466796875,67.19000244140625,67.69999694824219,67.0,67.55999755859375,17033100,XOM,-0.0057708081127563204,-0.05232698631831234,
2020-01-23,50.97787857055664,66.7699966430664,66.93000030517578,66.05000305175781,66.70999908447266,19605900,XOM,-0.006251148903210102,-0.05825103143839039,
2020-01-24,50.634315490722656,66.31999969482422,66.68000030517578,66.04000091552734,66.54000091552734,18238600,XOM,-0.006739454239125919,-0.06459790551675537,
2020-01-27,49.428001403808594,64.73999786376953,65.7300033569336,64.69999694824219,65.41999816894531,21231000,XOM,-0.02382404255341586,-0.08688296482027846,
2020-01-28,49.359291076660156,64.6500015258789,65.19999694824219,64.62999725341797,65.11000061035156,19664700,XOM,-0.0013901093549605337,-0.08815229735305563,
2020-01-29,48.9470100402832,64.11000061035156,65.12999725341797,63.900001525878906,65.02999877929688,14202800,XOM,-0.008352653115228814,-0.09576864490718384,
2020-01-30,49.46617889404297,64.79000091552734,64.87999725341797,63.43000030517578,63.779998779296875,18544700,XOM,0.010606753166996219,-0.08617768611785581,
2020-01-31,47.427669525146484,62.119998931884766,63.20000076293945,61.86000061035156,63.20000076293945,34282900,XOM,-0.041210164489620116,-0.1238364539872242,0.01186441868154543
2020-02-03,46.36643600463867,60.72999954223633,61.41999816894531,60.369998931884766,61.380001068115234,27389300,XOM,-0.02237583105248586,-0.14344134146715304,0.01238278406030499
2020-02-04,45.78618240356445,59.970001220703125,61.90999984741211,59.88999938964844,61.45000076293945,31922100,XOM,-0.012514518066822466,-0.15416076027465553,0.011917085188932995
2020-02-05,47.89339828491211,62.72999954223633,62.93000030517578,60.599998474121094,60.75,32099200,XOM,0.04602296524253591,-0.11523273034400305,0.017008690831975933
2020-02-06,47.244441986083984,61.880001068115234,63.0099983215332,61.779998779296875,62.93000030517578,16055400,XOM,-0.013550015702948448,-0.12722134074129665,0.01696688975837281
2020-02-07,46.93140411376953,61.470001220703125,61.65999984741211,61.060001373291016,61.40999984741211,15112500,XOM,-0.006625919561218607,-0.13300430193229307,0.01668401904084214
2020-02-10,46.43577194213867,59.959999084472656,60.52000045776367,59.619998931884766,60.47999954223633,20934500,XOM,-0.010560778672408011,-0.14216045160951596,0.016702525772497114
2020-02-11,46.877193450927734,60.529998779296875,60.88999938964844,60.16999816894531,60.58000183105469,14908700,XOM,0.009506065912699757,-0.13400577231999544,0.01670054453007887
2020-02-12,47.45029067993164,61.27000045776367,61.529998779296875,60.560001373291016,61.34000015258789,17862100,XOM,0.01222550214325091,-0.12341855803345059,0.017189080332464173
2020-02-13,47.186981201171875,60.93000030517578,61.41999816894531,60.560001373291016,61.060001373291016,16949400,XOM,-0.005549164715046295,-0.12828285284107577,0.01716787057805083
2020-02-14,46.97013854980469,60.650001525878906,61.15999984741211,60.279998779296875,61.150001525878906,10855300,XOM,-0.004595391479754185,-0.1322887343918855,0.017165379431886656
2020-02-18,46.373817443847656,59.880001068115234,60.38999938964844,59.45000076293945,60.150001525878906,18948500,XOM,-0.012695749349870944,-0.14330497912810536,0.017235315420668713
2020-02-19,46.73005294799805,60.34000015258789,60.619998931884766,59.83000183105469,60.11000061035156,12804900,XOM,0.007681824007301996,-0.13672399874983554,0.017371777816056443
2020-02-20,46.35831832885742,59.86000061035156,60.540000915527344,59.720001220703125,60.22999954223633,14817200,XOM,-0.007954936827362369,-0.14359130480435855,0.01738507439480461
2020-02-21,45.79296875,59.130001068115234,59.5099983215332,58.790000915527344,59.5099983215332,20315700,XOM,-0.012195213269966643,-0.1540353914885233,0.017459903118390824
2020-02-24,43.647762298583984,56.36000061035156,57.79999923706055,56.36000061035156,57.619998931884766,32096600,XOM,-0.04684576060415424,-0.193665247018439,0.019792775787470684
2020-02-25,41.97496032714844,54.20000076293945,56.75,53.970001220703125,56.75,36414500,XOM,-0.03832503393856268,-0.22456805379229994,0.020679171612810552
2020-02-26,41.053367614746094,53.0099983215332,54.81999969482422,52.93000030517578,54.54999923706055,29801000,XOM,-0.02195577328053555,-0.24159326179772067,0.020847235892486164
2020-02-27,38.5828857421875,49.81999969482422,52.439998626708984,49.79999923706055,51.709999084472656,48141300,XOM,-0.06017732566405132,-0.2872321510683301,0.023781641280577116
2020-02-28,39.83748245239258,51.439998626708984,51.439998626708984,48.0099983215332,48.77000045776367,62446700,XOM,0.03251692262181605,-0.26405513407730075,0.025311663414206643
2020-03-02,41.727134704589844,53.880001068115234,53.88999938964844,51.130001068115234,52.59000015258789,38127600,XOM,0.04743402785192252,-0.22914630480964404,0.02732454998651192
2020-03-03,39.72906494140625,51.29999923706055,54.150001525878906,50.97999954223633,53.95000076293945,50580700,XOM,-0.04788418321385035,-0.26605800438121263,0.028689086825139758
2020-03-04,40.59645080566406,52.41999816894531,52.47999954223633,51.119998931884766,52.22999954223633,24079600,XOM,0.02183252652779677,-0.2500341962920014,0.029380339926477657
2020-03-05,38.807464599609375,50.11000061035156,50.70000076293945,49.040000915527344,50.41999816894531,40788200,XOM,-0.04406755197932444,-0.2830833533296194,0.027921538667064857
2020-03-06,36.93330764770508,47.689998626708984,49.0099983215332,47.20000076293945,48.84000015258789,55640500,XOM,-0.048293723159723245,-0.3177059273925159,0.029199747196630422
2020-03-09,32.418304443359375,41.86000061035156,44.56999969482422,40.79999923706055,41.709999084472656,72896300,XOM,-0.12224746419716492,-0.40111464760553717,0.03818046476918146
2020-03-10,33.618682861328125,43.40999984741211,46.2599983215332,41.45000076293945,46.16999816894531,60445900,XOM,0.03702779767726683,-0.37893924194519635,0.04007843715585818
2020-03-11,32.511226654052734,41.97999954223633,43.47999954223633,41.75,42.38999938964844,51986100,XOM,-0.03294168935301467,-0.3993980325063855,0.0398227920010756
2020-03-12,28.79389762878418,37.18000030517578,40.650001525878906,37.0,39.900001525878906,65725300,XOM,-0.11433985757671083,-0.46807077592989765,0.04464037115475328
2020-03-13,29.521867752075195,38.119998931884766,40.13999938964844,35.0,40.0099983215332,79891500,XOM,0.025282097362299805,-0.4546224894971047,0.045816251193578045
2020-03-16,26.710636138916016,34.4900016784668,37.880001068115234,33.25,34.400001525878906,48924700,XOM,-0.09522539822913367,-0.5065562801199565,0.04839906709291375
2020-03-17,28.50734519958496,36.810001373291016,37.380001068115234,34.20000076293945,35.209999084472656,41204400,XOM,0.0672656784108272,-0.47336445354466317,0.052723539399734703
2020-03-18,25.649641036987305,33.119998931884766,36.709999084472656,31.229999542236328,34.54999923706055,54036400,XOM,-0.10024448585409707,-0.5261567631315698,0.05493042635201677
2020-03-19,26.664167404174805,34.43000030517578,34.900001525878906,32.349998474121094,33.72999954223633,49412400,XOM,0.039553238414702596,-0.5074147286125184,0.05683995544453721
