2025-09-20 10:31:59,376 - crypto_trading_logger - INFO - Skipping ratio calculation for [BTT] due to zero price.
2025-09-20 10:32:04,411 - crypto_trading_logger - INFO - Skipping ratio calculation for [BTT] due to zero price.
2025-09-20 10:35:38,175 - crypto_trading_logger - INFO - Starting
2025-09-20 10:35:42,805 - crypto_trading_logger - DEBUG - Connect for userdata arrived
2025-09-20 10:35:43,127 - crypto_trading_logger - INFO - Chosen strategy: default
2025-09-20 10:35:43,128 - crypto_trading_logger - INFO - Creating database schema if it doesn't already exist
